,Hobby,Country,Student,FormalEducation,UndergradMajor,DevType,YearsCoding,HoursComputer,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Dependents,Continent,Age,ConvertedSalary,HDI,GDP,GINI
413,Yes,Italy,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering",Data or business analyst,12-14 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,Yes,EU,45 - 54 years old,48955,High,Medium,Medium
414,Yes,Israel,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,5 - 8 hours,1 - 2 times per week,Male,Gay or Lesbian,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Middle Eastern,No,AS,35 - 44 years old,93036,High,Medium,High
415,Yes,India,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,Back-end developer,0-2 years,Over 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",East Asian,No,AS,18 - 24 years old,1500,Medium,Low,High
416,No,United States,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Educator or academic researcher,6-8 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,25 - 34 years old,95000,High,High,High
417,No,Netherlands,"Yes, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Computer science, computer engineering, or software engineering",Database administrator,3-5 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,18 - 24 years old,41124,High,Medium,Low
418,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Full-stack developer,3-5 years,9 - 12 hours,Daily or almost every day,Non-Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,North America,25 - 34 years old,80000,High,High,High
419,Yes,India,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,5 - 8 hours,I don't typically exercise,Non-Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,AS,18 - 24 years old,5448,Medium,Low,High
420,Yes,United States,"Yes, full-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",Full-stack developer,3-5 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,Associate degree,White or of European descent,No,North America,18 - 24 years old,50400,High,High,High
422,Yes,United States,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",Back-end developer,24-26 years,5 - 8 hours,I don't typically exercise,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,Yes,North America,35 - 44 years old,130000,High,High,High
423,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Mobile developer,12-14 years,Over 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,141000,High,High,High
424,Yes,Netherlands,"Yes, part-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",Student,0-2 years,9 - 12 hours,Daily or almost every day,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,No,EU,18 - 24 years old,24478,High,Medium,Low
425,Yes,Spain,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Data or business analyst,3-5 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",White or of European descent,No,EU,18 - 24 years old,22030,High,Medium,Medium
427,Yes,Netherlands,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",Back-end developer,18-20 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Black or of African descent,No,EU,25 - 34 years old,55075,High,Medium,Low
428,Yes,United Kingdom,No,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,18-20 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",Black or of African descent,Yes,EU,35 - 44 years old,101539,High,Medium,Medium
429,Yes,United States,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Data scientist or machine learning specialist,12-14 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,40000,High,High,High
430,No,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,102000,High,High,High
431,Yes,United Kingdom,No,Some college/university study without earning a degree,"Fine arts or performing arts (ex. graphic design, music, studio art)",Full-stack developer,0-2 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,No,EU,25 - 34 years old,34726,High,Medium,Medium
432,Yes,United Kingdom,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,EU,35 - 44 years old,55562,High,Medium,Medium
433,Yes,Switzerland,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",DevOps specialist,15-17 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,Yes,EU,35 - 44 years old,99056,High,Medium,Low
434,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Fine arts or performing arts (ex. graphic design, music, studio art)",Front-end developer,3-5 years,Over 12 hours,1 - 2 times per week,Non-Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,No,North America,25 - 34 years old,75000,High,High,High
435,No,Italy,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Front-end developer,3-5 years,9 - 12 hours,I don't typically exercise,Male,Gay or Lesbian,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,25 - 34 years old,42836,High,Medium,Medium
436,No,United Kingdom,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Full-stack developer,15-17 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,South Asian,Yes,EU,35 - 44 years old,70841,High,Medium,Medium
437,Yes,India,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,1 - 4 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",South Asian,No,AS,18 - 24 years old,9396,Medium,Low,High
438,Yes,France,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,EU,25 - 34 years old,39164,High,Medium,Medium
440,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",Back-end developer,6-8 years,9 - 12 hours,I don't typically exercise,Non-Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",East Asian,No,North America,35 - 44 years old,130000,High,High,High
441,Yes,Sweden,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Front-end developer,3-5 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,18 - 24 years old,41916,High,Medium,Low
442,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Full-stack developer,9-11 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,87000,High,High,High
443,Yes,United States,No,"Other doctoral degree (Ph.D, Ed.D., etc.)",Mathematics or statistics,Data scientist or machine learning specialist,12-14 years,9 - 12 hours,1 - 2 times per week,Non-Male,Gay or Lesbian,"Other doctoral degree (Ph.D, Ed.D., etc.)",White or of European descent,No,North America,35 - 44 years old,300000,High,High,High
444,Yes,India,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",Mobile developer,3-5 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,Yes,AS,18 - 24 years old,2820,Medium,Low,High
445,Yes,Germany,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)",Data scientist or machine learning specialist,6-8 years,5 - 8 hours,1 - 2 times per week,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",White or of European descent,Yes,EU,25 - 34 years old,1000000,High,Medium,Medium
446,Yes,India,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Back-end developer,6-8 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",South Asian,Yes,AS,25 - 34 years old,14652,Medium,Low,High
448,Yes,Brazil,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Web development or web design,Back-end developer,6-8 years,Over 12 hours,Daily or almost every day,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,SA,18 - 24 years old,7860,Low,Low,High
449,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Mobile developer,9-11 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",East Asian,No,North America,25 - 34 years old,150000,High,High,High
450,No,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",DevOps specialist,24-26 years,Over 12 hours,3 - 4 times per week,Male,Straight or heterosexual,Associate degree,Hispanic or Latino/Latina,Yes,North America,35 - 44 years old,132000,High,High,High
451,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,24-26 years,9 - 12 hours,Daily or almost every day,Non-Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,45 - 54 years old,107000,High,High,High
452,No,France,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,Data or business analyst,6-8 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,EU,25 - 34 years old,40388,High,Medium,Medium
453,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,15-17 years,5 - 8 hours,1 - 2 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,Yes,North America,35 - 44 years old,115000,High,High,High
454,Yes,France,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)",Full-stack developer,3-5 years,5 - 8 hours,I don't typically exercise,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",East Asian,Yes,EU,25 - 34 years old,34269,High,Medium,Medium
